x,y,z
16.18173915214006,13.184373485061052,77.97818156060694
20.434527517576704,29.93787721296537,124.33153033429929
11.210406466892186,41.71184103458502,121.550713236413
35.72321812029449,36.128536055949716,184.20371299938495
26.152165507081143,1.4014082903506753,85.046342173538
7.257314362342349,42.96809108512083,111.7135734098576
13.83575190216843,32.85689137236482,111.89522962630808
2.31348858371746,11.975863077615884,34.0161533100264
2.5975086496527853,33.84471709852977,80.62936055398318
34.70181658588931,45.142700284796504,197.07371148658467
28.23156642350712,9.28670739203789,107.28077219026082
40.327987197230556,38.57641428349242,203.55914571330982
9.983012086654364,31.669456979809546,97.1870013807985
15.272882709343937,40.77730758343287,133.17279055227328
18.671302577741617,37.038236583535394,134.6177538685664
26.45251016982891,46.325253299714255,175.03910644916596
31.316444775490165,1.9034985137117377,102.7583463013736
1.0356274260176102,1.1457775003144377,8.830039710762382
34.614327140448694,42.405664163124754,189.99257163075927
21.764101285860505,30.025103766534233,128.10872868709373
48.42842386615685,0.9410335091880828,149.52737946298464
10.266396229265574,49.747422763349945,134.77336853698003
17.967981795093962,20.729746374261143,99.04184219785603
46.60516740952511,36.85026849322339,218.67225636376492
20.546547703724215,42.99610052245415,153.5032210910039
21.83997638666272,26.212912603939177,121.07367173569334
40.528743622650396,22.506141111455747,172.32155575607655
33.86680643154518,47.25715413518722,199.6213700148897
38.92264274710268,35.409780277584616,190.43565281160787
10.378083608714528,11.810187249111703,58.52657647560963
25.775649018127407,38.59001463799153,160.04085206517317
25.945310813978516,40.98256650529636,165.68506568680164
7.095958891409232,30.269147517607088,85.03649424481884
8.330234547700455,35.43875873331853,100.6020911451462
33.467973750817066,38.84898051346992,183.23934071414553
16.398282648894906,34.13376746274537,119.94687183394203
32.33627087410938,18.63232722981699,137.01043429142547
36.49358012475833,13.489008769238009,141.63893413437697
43.89216968778004,48.70416874337417,232.41437659697843
21.17573354465463,41.21766322910412,151.078083472984
37.0485749363322,49.71691203227744,213.79011821930038
11.755113590101669,45.97439890586254,131.5494769786263
18.30153484082525,34.78788511664645,128.41904291423663
34.133292184050916,35.647535631680896,179.47922239372855
27.585044207914382,35.83507820604153,160.00499724201921
12.799241100785297,8.497812954067708,59.72303747447378
0.324357015248139,45.31779139460923,95.77325901602022
8.776974578393231,7.481248209335279,47.60935223175567
38.26210752820942,42.22549258530018,203.7569460775514
5.893086642792545,5.82816442803023,32.30589081728833
17.97055910100974,12.134481359185228,80.66497000626651
38.53934149390749,35.145498112077725,190.9119978273446
18.318063376442446,3.838700220262586,67.1681339980469
13.850515633247035,3.221376696997169,50.48273776678764
20.451995822483422,15.973055865486641,96.5007482609897
20.02972749879723,30.833208935739968,126.12026354251087
3.077611594271584,26.733547418956398,67.62555359625026
43.21547440844276,9.174769756881757,150.636216964196
5.792553623716007,0.804249325653611,22.690052937568062
14.732908928151462,30.633356370577076,109.21837490240127
25.903335374422703,43.726090739330346,170.04859431032648
7.962123936945526,44.907354590251344,119.03110617774831
11.789471191795025,5.011048072666813,49.207758057133354
31.7831467853931,27.72533736419626,154.475473285888
27.825063749439664,33.82700565754202,154.30987905787276
3.3243363943548045,17.30523561346941,48.13279767697796
4.420217628138551,31.13443955700189,79.31830707379295
32.72973485676654,39.00224267077891,179.2440375520752
11.011681794706952,17.072834068481246,68.56328650256285
5.083800012590933,45.08087422726889,109.20458053366707
13.446783864967692,42.13002892098028,128.8035340018478
7.151820364979811,1.3741886314645735,26.69968511336242
2.735554048155869,32.38578731503639,75.63717972166617
21.15516696015168,14.44623423804227,94.8965026691881
8.645023872597879,18.48586433580107,67.56941814429533
4.5739092305620455,23.523484030462665,66.24873123565355
4.192050677613446,5.819897411628233,26.767236328016153
36.02562504430863,36.01681419281524,184.0289319304981
16.899050631456436,31.50516243059183,117.89107781848344
4.22956024876302,6.1229251913873295,30.055842793221156
45.26291516979277,38.078133386091686,215.0277764096088
30.483142033888512,16.561338769751288,128.65350687130118
47.746827238297165,27.80099245846344,204.10204103327715
30.9521549167079,5.56995121007634,109.53617091700863
8.158232536860682,40.813708225119214,110.06257443000642
25.534998917327282,2.633626569645686,86.65512113279082
2.735298877150777,43.02504524275553,98.28773414255635
2.2863037246884432,3.1512203647519055,18.906760843977093
19.4034513096377,2.693960180286287,66.91945816622194
0.09855746170579494,14.782463288865694,34.6610249098542
22.38970578460328,19.451667470035623,109.62070685702776
18.748821090271512,25.662121297538103,111.39544993584974
19.332435176636793,30.84982130711526,125.1175918896183
44.00646464019924,36.19279607546925,207.73736768537373
46.85794080623681,9.975208932612912,165.32922298722633
4.201461695216308,32.75019353771883,81.82746492562701
39.6578396929147,8.547088741452203,141.25888401992384
37.79001167477528,12.587334685540563,142.61825994230875
4.528555846610227,26.684065002106973,70.99283539036274
24.32345632683704,10.797242988442212,97.30586763004207
